0.03,0
0.3602,0
0.6305,0
1.0807,0
1.6509,0.04216
2.0409,0.08546
2.401,0.11424
2.7607,0.23034
3.0599,0.46291
3.1793,0.63744
3.3584,0.87013
3.3874,1.10295
3.4762,1.39393
3.4767,1.2775
3.5055,1.56854
3.686,1.4665
3.8213,1.41544
3.9867,1.3498
4.1369,1.32784
4.3469,1.34948
4.4671,1.32026
4.4978,1.16015
4.5587,0.97091
4.7095,0.81069
4.9199,0.73773
5.1605,0.63564
5.4609,0.59171
5.791,0.60596
5.9858,0.67855
6.0011,0.62032
6.0458,0.69305
6.1809,0.69292
6.3319,0.48904
6.4827,0.31427
6.6634,0.18313
6.7836,0.13936
6.7839,0.08115
7.3543,0.08063
7.7443,0.12393
8.0443,0.16732
8.5545,0.19596
8.8844,0.26843
9.2443,0.35542
9.6339,0.48604
9.7237,0.55872
9.9333,0.68951
10.0511,1.19876
10.0518,1.05323
10.0523,0.9368
10.2334,0.68924
10.3841,0.55812
10.5047,0.44159
10.6553,0.32503
10.8056,0.26668
11.0158,0.25193
11.2256,0.33906
11.345,0.48448
11.4945,0.61532
11.5243,0.67351
11.9446,0.67313
12.1547,0.67294
12.3353,0.5709
12.6657,0.51239
13.0864,0.42469
13.4769,0.36612
13.8072,0.33671
13.9266,0.48214
13.9561,0.62036
14.0754,0.80217
14.1642,1.07859
14.3135,1.26765
14.3276,1.49321
14.3566,1.71875
14.3718,1.6678
14.4327,1.48583
14.4777,1.48579
14.4913,1.80595
14.5054,2.02423
14.5497,2.19882
14.5788,2.41709
14.6051,3.2757
14.7097,3.38475
14.7549,3.33377
14.8161,3.07176
14.9054,3.24632
14.9643,3.52277
15.0183,4.91981
15.1012,6.57878
15.1099,4.5559
15.1118,4.11931
15.13,3.36981
15.1625,2.79494
15.1789,2.46021
15.1802,2.16187
15.1814,1.89264
15.183,1.51426
15.2144,1.19406
15.2455,0.94663
15.291,0.83744
15.3366,0.69915
15.4121,0.58993
15.5778,0.45153
15.6988,0.24768
15.8198,0.02927
15.83, 0
17, 0